Id,SourceTagName,TargetTagName,CreationDate,OwnerUserId,AutoRenameCount,LastAutoRename,Score,ApprovedByUserId,ApprovalDate
"3614","line-break","line-breaks","2012-07-27 14:39:48","50776","54","2018-09-06 23:53:48","0","50776","2012-07-27 14:39:48"
"3617","corner","corners","2012-07-28 02:54:03","50776","71","2016-02-16 08:04:29","0","50776","2012-07-28 02:54:03"
"3618","svcutil","svcutil.exe","2012-07-28 17:43:45","50776","39","2016-05-05 10:16:37","0","50776","2012-07-28 17:43:45"
"3619","facebook-jssdk","facebook-javascript-sdk","2012-07-29 10:04:45","298479","3","2017-01-27 13:56:38","0","298479","2012-07-29 10:04:45"
"3620","imports","import","2012-07-30 17:39:40","110707","126","2018-11-15 13:15:20","1","246246","2013-08-07 17:48:43"
"3621","fileuploader","file-upload","2012-07-31 14:25:28","2486","28","2018-11-23 09:54:26","0","50049","2012-11-20 12:56:23"
"3624","html-entity","html-entities","2012-08-01 16:01:59","50776","1","2015-08-27 05:45:22","0","50776","2012-08-01 16:01:59"
"3627","arc","automatic-ref-counting","2012-08-02 22:56:17","811","731","2018-11-28 18:15:51","0","811","2012-08-02 22:56:25"
"3628","repl","read-eval-print-loop","2012-08-03 12:19:59","50776","267","2018-11-15 16:08:59","0","50776","2012-08-03 12:19:59"
"3630","snap","snap-framework","2012-08-04 15:15:04","527460","274","2018-11-20 10:18:56","4","-1","2012-08-06 18:54:09"
"3632","widgets","widget","2012-08-06 15:32:13","102937","472","2018-11-14 13:07:39","0","102937","2012-08-06 15:33:10"
"3633","tasks","task","2012-08-06 15:35:03","102937","438","2018-11-29 08:06:58","0","102937","2012-08-06 15:35:09"
"3634","conditions","condition","2012-08-06 15:35:39","102937","413","2018-12-01 12:26:00","0","102937","2012-08-06 15:35:44"
"3635","keywords","keyword","2012-08-06 15:36:06","102937","297","2018-11-27 13:56:51","0","102937","2012-08-06 15:36:11"
"3636","file-protocol","file-uri","2012-08-08 09:25:02","298479","4","2017-02-24 16:09:07","0","298479","2012-08-08 09:25:02"
"3637","animate","jquery-animate","2012-08-08 11:00:45","1288","1750","2018-11-22 16:49:23","0","1288","2012-08-08 11:01:03"
"3639","emberjs","ember.js","2012-08-08 14:07:30","50776","773","2018-11-28 16:50:58","0","50776","2012-08-08 14:07:30"
"3640","xna4.0","xna-4.0","2012-08-08 14:23:30","105971","22","2015-02-12 20:31:31","0","105971","2012-08-08 14:23:30"
"3641","prismv4","prism-4","2012-08-08 17:55:58","105971","0","","0","105971","2012-08-08 17:55:58"
"3642","prismv2","prism-2","2012-08-08 17:56:21","105971","0","","0","105971","2012-08-08 17:56:21"
"3644","google-drive","google-drive-sdk","2012-08-10 19:26:44","28380","748","2018-12-02 00:44:22","4","-1","2014-12-17 18:06:06"
"3645","spellcheck","spell-checking","2012-08-13 01:54:13","50776","74","2018-07-25 14:00:48","0","50776","2012-08-13 01:54:13"
"3646","mongo-java","mongodb-java","2012-08-13 06:03:30","907590","0","","0","",""
"3648","unmarshall","unmarshalling","2012-08-15 15:03:04","383861","23","2018-11-17 18:51:52","0","1288","2013-08-07 12:44:28"
"3649","dba","database-administration","2012-08-17 15:02:18","50776","288","2018-11-24 09:51:25","0","50776","2012-08-17 15:02:28"
"3650","gem-bundler","bundler","2012-08-17 23:29:03","497756","0","","3","",""
"3651","bundle","bundler","2012-08-17 23:36:04","497756","0","","0","",""
"3652","nsfetchedresultcontroller","nsfetchedresultscontroller","2012-08-19 19:10:01","1187415","4","2017-12-06 13:35:51","1","122607","2014-10-02 16:49:19"
"3653","gui","user-interface","2012-08-20 13:51:18","427763","16036","2018-12-01 06:26:05","4","-1","2013-03-29 21:30:40"
"3654","b+-tree","b-tree","2012-08-20 19:06:54","102937","3","2018-02-09 20:55:15","0","102937","2012-08-20 19:07:19"
"3656","domain","dns","2012-08-21 22:48:31","811","3584","2018-12-01 19:00:24","0","811","2012-08-21 22:48:31"
"3657","keys","key","2012-08-21 23:27:46","811","803","2018-11-23 17:55:33","0","811","2012-08-21 23:27:46"
"3658","dag","directed-acyclic-graphs","2012-08-22 18:02:33","50776","98","2018-11-04 23:24:38","0","50776","2012-08-22 18:02:33"
"3660","kalman","kalman-filter","2012-08-23 10:17:00","744859","122","2018-11-25 06:32:56","0","102937","2013-02-26 18:29:33"
"3662","variable-scope","scope","2012-08-23 18:38:34","894284","231","2018-11-21 12:48:48","4","-1","2015-03-10 04:56:57"
"3663","rtc","rational-team-concert","2012-08-25 08:37:30","6309","14","2018-11-21 15:41:16","0","4099593","2018-07-09 17:57:12"
"3665","nintendo-ds","devkitpro","2012-08-28 05:36:47","916144","0","","0","",""
"3666","wii","devkitpro","2012-08-28 05:36:51","916144","0","","0","",""
"3667","palib","devkitpro","2012-08-28 05:36:57","916144","0","","0","",""
"3668","web-database","web-sql","2012-08-28 15:03:06","1113772","0","","0","",""
"3669","fileinput","file-io","2012-08-29 11:59:37","97160","216","2018-11-09 09:07:25","4","-1","2013-03-29 21:30:31"
"3671","mongod","mongodb","2012-09-04 07:04:19","1388319","146","2018-11-20 16:11:00","4","-1","2012-09-04 07:11:54"
"3672","curly-brackets","curly-braces","2012-09-04 11:29:41","673730","34","2018-11-08 17:56:45","3","100297","2016-09-02 15:00:35"
"3673","hashing","hash","2012-09-05 17:56:52","102937","466","2018-11-29 12:40:28","0","102937","2012-09-05 17:56:59"
"3675","language-processing","nlp","2012-09-08 09:32:41","166749","16","2016-12-22 15:50:11","4","-1","2013-04-04 08:49:00"
"3677","sorting-algorithm","sorting","2012-09-09 01:08:06","1578925","236","2018-11-19 16:05:29","4","-1","2012-10-26 18:17:22"
"3681","persian","farsi","2012-09-11 13:33:11","779408","0","","0","",""
"3682","sql-select","sql","2012-09-11 17:00:03","1437934","96","2018-06-26 03:36:03","4","-1","2012-10-03 20:45:10"
"3684","iterate","loops","2012-09-15 23:31:50","1001985","1165","2018-12-01 10:25:08","4","-1","2013-03-29 21:30:26"
"3685","smooth-numbers","hamming-numbers","2012-09-19 08:26:35","849891","0","","1","",""
"3687","symfony2","symfony","2012-09-25 00:30:18","811","3919","2018-11-30 08:41:08","0","811","2012-09-25 00:30:31"
"3688","n-tier-architecture","n-tier","2012-09-27 05:56:08","309086","0","","1","",""
"3690","array-sorting","sorting","2012-09-27 20:51:27","1229260","287","2018-11-20 05:48:03","4","-1","2013-05-06 09:37:29"
"3691","index","indexing","2012-09-27 22:33:49","10397","6183","2018-12-02 07:16:51","4","-1","2013-11-19 11:56:43"
"3692","indexes","indexing","2012-09-27 22:33:54","10397","251","2018-11-14 10:20:31","4","-1","2013-11-19 11:56:45"
"3693","maproute","asp.net-mvc-routing","2012-09-29 03:41:01","1001985","0","","0","",""
"3695","mpmovieplayer","mpmovieplayercontroller","2012-09-30 12:17:16","91282","0","","1","",""
"3696","appcelerator","titanium","2012-09-30 17:49:23","122313","0","","0","",""
"3702","webfonts","font-face","2012-10-06 00:59:46","1193335","0","","1","",""
"3703","ios5-compatibility","ios5","2012-10-09 10:13:08","716216","10","2014-01-12 03:37:16","2","19679","2013-02-06 23:05:54"
"3705","name-clash","name-conflict","2012-10-12 13:40:39","546661","0","","0","",""
"3707","loadtest","load-testing","2012-10-14 10:51:51","993246","68","2018-10-03 13:05:23","1","1288","2013-08-07 12:43:22"
"3709","polymorphic","polymorphism","2012-10-17 18:39:42","634025","115","2018-11-26 17:35:06","4","-1","2014-12-02 16:56:50"
"3710","f#-interactive","fsi","2012-10-18 09:59:27","634025","0","","0","",""
"3711","traverse","traversal","2012-10-20 07:34:29","102937","116","2018-11-08 15:47:58","0","102937","2012-10-20 07:34:54"
"3713","ios4.1","ios4","2012-10-22 14:46:28","904365","0","","0","19679","2013-02-06 23:06:03"
"3714","ios4.3","ios4","2012-10-22 14:47:00","904365","36","2014-08-07 13:56:48","0","19679","2013-02-06 23:06:01"
"3715","ios4.0.1","ios4","2012-10-22 14:47:38","904365","1","2014-01-13 02:32:16","0","19679","2013-02-06 23:05:57"
"3718","data-url","data-uri","2012-10-23 02:18:50","1113772","14","2018-11-27 03:44:50","3","106224","2018-02-03 14:51:41"
"3719","checkboxes","checkbox","2012-10-23 12:11:20","157882","592","2018-11-28 14:39:09","4","-1","2013-05-12 21:27:13"
"3720","sql2008r2","sql-server-2008-r2","2012-10-24 16:20:00","13302","14","2018-03-09 13:12:54","2","426671","2014-12-28 11:07:09"
"3721","polyfills","shim","2012-10-24 21:58:31","1113772","0","","0","",""
"3725","java1.5","java-5","2012-10-25 14:10:05","40342","5","2015-11-04 11:47:52","1","13531","2012-12-18 16:14:14"
"3726","java1.6","java-6","2012-10-25 14:10:17","40342","12","2017-01-10 23:20:07","1","13531","2012-12-18 16:14:04"
"3730","applicative-functor","applicative","2012-10-29 12:16:08","237428","27","2017-04-11 02:58:42","4","-1","2013-08-07 16:25:04"
"3731","f#-scripting","fsi","2012-10-29 20:29:50","634025","0","","0","",""
"3733","static-member","static-members","2012-11-04 12:46:44","298479","4","2018-07-18 17:55:54","0","298479","2012-11-04 12:47:04"
"3734","database-link","dblink","2012-11-07 10:41:07","92837","0","","0","",""
"3735","kendo","kendo-ui","2012-11-08 12:44:40","10141","2955","2018-12-01 21:42:38","0","50776","2012-11-13 18:57:27"
"3736","python-pil","python-imaging-library","2012-11-09 14:21:53","100297","3","2016-09-05 21:17:19","0","50776","2012-11-09 15:08:36"
"3740","winrt","windows-runtime","2012-11-13 19:01:40","50776","1424","2018-11-30 16:25:39","0","50776","2012-11-13 19:01:48"
"3742","singlepage","single-page-application","2012-11-16 05:09:26","13375","0","","0","",""
"3744","identifiers","identifier","2012-11-19 22:17:05","939860","0","","-1","",""
"3745","zc.buildout","buildout","2012-11-20 14:09:35","27401","0","","2","",""
"3749","requests","python-requests","2012-11-23 16:49:32","100297","1594","2018-12-02 05:02:46","2","100297","2015-04-29 16:12:17"
"3751","h5bp","html5boilerplate","2012-11-24 17:35:50","105971","1","2013-02-25 13:07:55","0","105971","2012-11-24 17:35:50"
"3752","css-keyframes","css-animations","2012-11-25 08:27:41","106224","0","","3","246246","2015-01-30 19:51:31"
"3753","magento-upgrade","magento","2012-11-26 13:34:30","619978","25","2015-07-17 15:14:35","4","-1","2013-01-29 17:35:59"
"3754","breezejs","breeze","2012-11-26 19:26:57","13375","147","2018-10-26 15:07:24","4","-1","2012-11-26 21:13:14"
"3755","breeze.js","breeze","2012-11-26 19:27:01","13375","62","2018-04-08 23:21:29","4","-1","2012-11-26 21:13:08"
"3757","php-date","php","2012-11-29 01:16:42","50049","10","2017-10-22 04:45:18","0","50049","2012-11-29 01:16:42"
"3759","magento-admin","magento","2012-11-30 11:01:11","619978","792","2018-08-22 08:15:35","4","-1","2013-01-29 22:42:27"
"3763","reusable-code","code-reuse","2012-12-04 16:50:20","50776","3","2018-02-16 10:00:35","0","50776","2012-12-04 16:50:20"
"3764","reuse","reusability","2012-12-04 18:04:26","50776","150","2018-11-11 18:25:16","0","50776","2012-12-04 18:04:26"
"3766","clojure.core.logic","clojure-core.logic","2012-12-05 21:31:20","102937","0","","0","102937","2012-12-05 21:31:28"
"3767","flow3","typo3-flow","2012-12-06 02:15:31","105971","2","2014-08-14 12:49:19","0","105971","2012-12-06 02:15:52"
"3768","unity-game-engine","unity3d","2012-12-06 22:50:03","102937","33","2017-07-20 21:30:58","0","102937","2012-12-06 22:50:12"
"3770","marionettejs","marionette","2012-12-10 02:30:21","93448","0","","3","",""
"3774","uitable","uitableview","2012-12-16 09:34:50","468724","80","2018-10-31 07:06:43","4","-1","2013-06-14 09:39:53"
"3776","xamarin.mac","monomac","2012-12-17 15:34:29","220643","0","","0","",""
"3778","formbuilder","oracleforms","2012-12-18 13:50:03","119634","0","","-1","",""
"3781","actionfilterattribute","action-filter","2012-12-20 15:00:38","30913","0","","0","",""
"3784","viewcontroller","uiviewcontroller","2012-12-21 04:12:12","1730272","0","","-1","",""
"3785","permanent-generation","permgen","2012-12-21 14:04:59","33622","0","","1","",""
"3787","facebook-wall","facebook-timeline","2012-12-22 06:32:53","21062","0","","0","",""
"3788","vs-macros","visual-studio-macros","2012-12-24 21:28:02","1228","1","2015-02-06 05:02:51","0","1228","2012-12-24 21:28:02"
"3790","etree","elementtree","2012-12-26 21:04:28","102937","94","2018-11-29 11:04:09","0","102937","2012-12-26 21:04:33"
"3791","push-notifications","push-notification","2012-12-27 11:37:37","50049","117","2018-09-27 06:27:59","0","50049","2012-12-27 11:37:37"
"3792","php5","php","2012-12-27 11:46:00","50049","1084","2018-11-29 14:38:43","0","50049","2012-12-27 11:46:00"
"3793","django-tastypie","tastypie","2012-12-28 11:31:22","548696","175","2016-10-08 17:47:46","4","-1","2014-03-21 16:00:44"
"3794","harddisk","hard-drive","2012-12-28 21:34:56","396458","67","2018-10-19 07:15:32","0","396458","2012-12-28 21:34:56"
"3797","apache-hadoop","hadoop","2012-12-29 22:26:30","540873","12","2018-11-14 03:06:50","4","-1","2013-12-15 18:31:26"
"3798","xml-schema","xsd","2012-12-30 08:08:12","50979","172","2018-10-25 11:02:46","-1","102937","2014-08-12 21:47:04"
"3799","character-reference","html-entities","2012-12-30 14:22:45","53114","0","","0","",""
"3800","speech-to-text","speech-recognition","2012-12-31 09:48:10","432021","0","","2","",""
"3801","itextpdf","itext","2012-12-31 14:17:22","1622493","421","2018-11-20 15:17:23","4","-1","2016-06-15 15:38:52"
"3802","ical","icalendar","2012-12-31 18:59:56","65070","230","2018-09-17 22:25:30","0","246246","2013-07-11 17:42:09"
"3803","in-the-wild","production","2013-01-01 15:42:36","50049","0","","0","50049","2013-01-01 15:42:36"
"3810","impersonate","impersonation","2013-01-04 22:32:39","1288","40","2018-08-28 00:11:41","0","1288","2013-01-04 22:33:04"
"3811","crawl","web-crawler","2013-01-05 01:09:31","1667256","243","2018-11-15 17:07:48","3","102937","2014-09-15 18:55:49"
"3812","crawling","web-crawler","2013-01-05 01:09:53","1667256","308","2018-11-26 08:48:32","3","102937","2014-09-15 18:55:47"
"3813","php-frameworks","php","2013-01-05 15:27:55","208809","232","2016-12-12 12:53:33","4","-1","2013-01-07 19:16:00"
"3815","japplet","applet","2013-01-06 18:31:02","157882","0","","3","",""
"3816","google-experiments","google-website-optimizer","2013-01-08 13:38:00","172322","0","","0","",""
"3818","workspaces","workspace","2013-01-08 18:37:22","1228","13","2018-09-18 14:59:46","0","1228","2013-01-08 18:37:22"
"3819","tfs-service","azure-devops","2013-01-09 22:01:20","811","2","2017-08-04 15:39:15","0","811","2013-01-09 22:01:20"
"3820","jpg","jpeg","2013-01-09 23:40:43","102937","586","2018-12-01 19:24:29","0","102937","2013-01-09 23:40:49"
"3822","bitwise","bit-manipulation","2013-01-11 07:37:47","49246","907","2018-11-30 19:07:03","4","-1","2013-11-05 03:58:09"
"3823","bit-twiddling","bit-manipulation","2013-01-11 07:38:05","49246","18","2017-11-23 06:26:13","4","-1","2013-11-05 03:58:07"
"3824","grunt","gruntjs","2013-01-11 10:36:45","790695","3897","2018-12-01 22:24:42","4","-1","2013-05-30 17:56:15"
"3825","emf","eclipse-emf","2013-01-11 11:16:35","114313","0","","1","",""
"3829","urlpatterns","url-pattern","2013-01-12 12:11:41","157882","12","2018-11-13 16:46:54","0","246246","2013-08-07 17:48:05"
"3830","storing","storage","2013-01-12 15:34:11","50776","189","2018-11-29 13:31:30","0","50776","2013-01-12 15:34:11"
"3831","hiveql","hive","2013-01-12 19:36:11","1332690","0","","2","",""
"3833","xhtmlrenderer","flying-saucer","2013-01-13 19:01:51","1622894","0","","0","",""
"3835","spring-data-mongodb","spring-data-document","2013-01-15 08:50:50","18122","0","","0","",""
"3836","actionbarsherlock","android-actionbar","2013-01-15 15:24:24","1333975","0","","0","",""
"3837","web-security","security","2013-01-16 01:56:22","1332690","1753","2018-10-29 09:16:37","4","-1","2013-07-08 09:51:05"
"3838","newtonsoft","json.net","2013-01-16 11:42:36","83039","636","2018-11-21 11:14:19","4","-1","2013-09-14 01:42:04"
"3839","voice-recognition","speech-recognition","2013-01-17 16:51:46","12547","0","","1","",""
"3840","attachments","attachment","2013-01-17 17:28:39","102937","252","2018-11-16 20:41:07","0","102937","2013-01-17 17:28:45"
"3841","lighthttpd","lighttpd","2013-01-17 20:13:34","105971","12","2018-10-25 11:08:44","0","105971","2013-01-17 20:13:34"
"3842","facebook-canvas","facebook-apps","2013-01-18 20:01:09","21062","0","","0","",""
"3843","facebook-iframe","facebook-apps","2013-01-18 20:01:17","21062","0","","0","",""
"3846","blend","expression-blend","2013-01-21 09:26:00","31722","0","","1","",""
"3849","xml-transform","xslt","2013-01-21 13:41:36","505893","44","2015-10-12 09:57:27","4","-1","2013-06-28 21:47:06"
"3852","velocity","appfabric-cache","2013-01-23 12:52:46","1554201","0","","0","",""
"3853","nettiers",".nettiers","2013-01-23 16:33:34","102937","3","2016-12-29 19:04:49","0","102937","2013-01-23 16:33:40"
"3854","uistoryboard","storyboard","2013-01-24 18:28:08","474896","0","","3","",""
"3855","xcode-storyboard","storyboard","2013-01-24 18:32:18","474896","0","","3","",""
"3856","arrayindexoutofbounds","indexoutofboundsexception","2013-01-24 22:04:24","102937","297","2018-10-30 20:47:51","0","102937","2013-01-24 22:04:40"
"3857","breakpoint","breakpoints","2013-01-25 00:11:48","811","314","2018-12-01 21:13:04","0","811","2013-01-25 00:11:48"
"3858","short-message-service","sms","2013-01-25 01:38:45","50776","0","","0","50776","2013-01-25 01:38:45"
"3861","performancecounters","performancecounter","2013-01-25 15:41:23","102937","19","2018-02-15 14:12:27","0","102937","2013-01-25 15:41:40"
"3862","queryperformancecounter","performancecounter","2013-01-25 15:41:31","102937","26","2018-09-21 12:21:20","0","102937","2013-01-25 15:41:39"
"3863","performance-test","performance-testing","2013-01-25 15:42:49","102937","8","2018-11-01 06:21:31","0","102937","2013-01-25 15:42:59"
"3864","web-performance-test","performance-testing","2013-01-25 15:42:52","102937","91","2017-07-12 12:09:07","0","102937","2013-01-25 15:42:57"
"3865","android-performance","performance","2013-01-25 15:44:58","102937","174","2018-11-20 08:36:21","0","102937","2013-01-25 15:46:12"
"3866","javascript-performance","performance","2013-01-25 15:45:04","102937","86","2018-11-16 10:44:19","0","102937","2013-01-25 15:46:11"
"3867","jquery-performance","performance","2013-01-25 15:45:12","102937","30","2018-11-07 16:58:09","0","102937","2013-01-25 15:46:09"
"3868","linq-performance","performance","2013-01-25 15:45:23","102937","5","2013-12-26 14:07:07","0","102937","2013-01-25 15:46:08"
"3869","wcf-performance","performance","2013-01-25 15:45:33","102937","8","2014-04-16 16:08:44","0","102937","2013-01-25 15:46:06"
"3870","application-performance","performance","2013-01-25 15:48:55","102937","8","2015-04-09 07:08:30","0","102937","2013-01-25 15:49:03"
"3871","restarting","restart","2013-01-25 22:22:27","102937","18","2018-07-29 18:19:29","0","102937","2013-01-25 22:22:32"
"3872","enhanced-for-loop","foreach","2013-01-26 00:36:49","102937","60","2018-03-30 18:45:29","0","102937","2013-01-26 00:36:58"
"3874","er","entity-relationship","2013-01-27 15:48:27","50776","92","2018-08-07 14:01:30","0","50776","2013-01-27 15:48:27"
"3875","xcode4.5","xcode4","2013-01-28 00:12:38","1730272","0","","-1","",""
"3876","gcd","greatest-common-divisor","2013-01-28 16:39:30","102937","372","2018-11-30 15:19:10","0","102937","2013-01-28 16:41:19"
"3877","aspdotnet","asp.net","2013-01-30 08:06:56","395659","9","2018-03-27 18:08:06","0","1228","2013-01-31 15:02:18"
"3878","xcoff","coff","2013-01-31 07:50:38","1204143","0","","0","",""
"3879","processid","pid","2013-01-31 07:53:08","1204143","10","2018-08-19 15:03:05","4","-1","2015-09-08 20:24:48"
"3880","quit","exit","2013-01-31 07:56:50","1204143","101","2018-11-29 16:56:49","4","-1","2015-09-08 20:26:24"
"3881","c-string","c-strings","2013-01-31 08:11:10","1204143","14","2018-09-18 04:19:28","4","-1","2015-12-15 16:53:37"
"3882","inter-process-communicat","ipc","2013-01-31 21:22:55","1025391","202","2018-11-17 21:21:08","4","-1","2015-09-08 20:26:52"
"3883","tfs11","tfs2012","2013-02-01 12:45:23","11210","0","","2","",""
"3884","stm","transactional-memory","2013-02-03 22:24:49","371753","0","","0","",""
"3885","variable-naming","naming-conventions","2013-02-03 22:27:31","371753","6","2017-08-06 13:06:42","4","-1","2014-12-02 18:59:00"
"3886","derived-instances","deriving","2013-02-03 22:28:26","371753","0","","0","",""
"3889","omp","openmp","2013-02-07 16:15:15","1374437","48","2018-11-28 18:21:20","4","-1","2015-02-18 08:35:04"
"3890","google-places","google-places-api","2013-02-07 16:27:40","459897","0","","0","",""
"3891","wams","azure-mobile-services","2013-02-07 21:27:19","751090","3","2014-12-04 08:07:58","4","-1","2014-02-21 22:20:43"
"3892","m2e","m2eclipse","2013-02-08 23:51:25","873875","0","","2","",""
"3893","else","if-statement","2013-02-09 22:26:11","1320535","2151","2018-11-30 19:04:49","4","-1","2013-03-26 17:40:25"
"3894","exec-bad-access","exc-bad-access","2013-02-12 07:15:44","30461","13","2017-11-18 23:31:10","3","19679","2013-02-13 22:38:22"
"3896","css-clear","css-float","2013-02-12 14:20:50","106224","3","2015-10-29 08:32:55","0","106224","2013-02-12 14:20:50"
"3897","browser-caching","browser-cache","2013-02-15 01:27:32","157882","3","2015-12-13 13:06:54","0","246246","2013-08-07 17:47:49"
"3898","mysql-server","mysql","2013-02-15 19:06:16","344949","96","2018-12-01 04:41:52","4","-1","2013-02-15 20:32:07"
"3901","tuning","performance","2013-02-17 02:27:26","1291428","239","2018-11-01 07:22:35","4","-1","2013-03-29 21:40:48"
"3903","recommendation","recommendation-engine","2013-02-17 23:02:40","64174","132","2018-12-01 05:29:05","0","102937","2014-12-19 06:12:12"
"3905","decompress","decompression","2013-02-18 00:49:30","1180620","16","2018-09-23 05:19:49","0","366904","2017-08-13 11:40:18"
"3906","canonical","canonical-link","2013-02-19 12:13:30","1288","143","2018-11-10 17:21:46","0","1288","2013-02-19 12:13:30"
"3908","monotouch","xamarin.ios","2013-02-20 18:51:23","220643","979","2018-01-13 15:02:17","4","-1","2013-03-22 17:02:44"
"3909","monodroid","xamarin.android","2013-02-20 19:03:59","220643","526","2018-08-22 19:24:56","4","-1","2013-03-22 17:51:41"
"3910","xamarin.studio","monodevelop","2013-02-20 19:05:23","220643","1","2017-12-19 10:25:40","3","366904","2017-08-13 11:41:07"
"3911","ubuntu-lucid","ubuntu-10.04","2013-02-23 07:21:02","106224","0","","0","106224","2013-02-23 07:21:02"
"3912","ubuntu-precise","ubuntu-12.04","2013-02-23 07:21:21","106224","0","","0","106224","2013-02-23 07:21:21"
"3915","l2e","linq-to-entities","2013-02-24 18:32:28","102937","0","","0","102937","2013-02-24 18:32:38"
"3918","php-yii","yii","2013-03-01 09:07:27","584192","5","2015-05-26 20:34:19","2","246246","2013-08-07 17:33:35"
"3919","pom","pom.xml","2013-03-01 22:24:02","102937","468","2018-11-13 10:09:17","0","102937","2013-03-01 22:43:22"
"3920","hypertext-preprocessor","php","2013-03-02 20:43:42","1529630","0","","4","-1","2013-03-11 21:18:24"
"3921","cf","cfml","2013-03-03 04:44:42","105971","102","2018-11-20 14:20:56","0","105971","2013-03-03 04:44:42"
"3922","cfscript","cfml","2013-03-03 04:44:55","105971","27","2018-10-25 18:31:58","0","105971","2013-03-03 04:44:55"
"3923","ios-standalone-mode","iphone-standalone-web-app","2013-03-03 08:46:32","918414","0","","0","",""
"3924","ipad-standalone-mode","iphone-standalone-web-app","2013-03-03 08:51:10","918414","0","","0","",""
"3925","html-tag","html","2013-03-03 21:22:42","246246","90","2018-01-07 13:12:50","1","106224","2013-03-12 10:05:40"
"3926","td","html-table","2013-03-04 03:31:38","246246","444","2018-11-26 03:07:42","0","106224","2013-03-12 10:05:41"
"3927","rowspan","html-table","2013-03-04 03:34:52","246246","165","2018-11-13 18:23:24","0","106224","2013-03-12 10:05:42"
"3928","colspan","html-table","2013-03-04 03:34:56","246246","140","2018-11-23 11:26:57","0","106224","2013-03-12 10:05:44"
"3929","system.web.optimization","asp.net-optimization","2013-03-04 05:33:51","1459890","0","","0","",""
"3931","workbook","excel","2013-03-04 18:58:08","1370425","471","2018-11-17 21:04:39","4","-1","2013-04-24 14:42:13"
"3932","emmett","emmet","2013-03-04 18:58:31","102937","1","2014-11-17 17:10:01","0","102937","2013-03-04 18:59:27"
"3933","zencoding","emmet","2013-03-04 18:59:04","102937","2","2016-12-22 02:10:03","0","102937","2013-03-04 18:59:25"
"3934","zen-coding","emmet","2013-03-04 18:59:09","102937","42","2016-06-24 20:11:33","0","102937","2013-03-04 18:59:23"
"3935","blocks","block","2013-03-06 04:26:33","1730272","405","2018-11-12 11:24:17","0","106224","2013-03-12 10:05:18"
"3936","usbdevice","usb","2013-03-08 19:07:48","102937","41","2018-10-04 21:20:29","0","102937","2013-03-08 19:07:54"
"3937","css-columns","css","2013-03-08 21:43:26","1046057","32","2018-04-26 19:28:06","2","106224","2013-03-12 10:05:12"
"3939","dbquery","query","2013-03-08 21:52:39","1046057","8","2013-07-12 21:52:38","4","-1","2013-03-21 14:18:57"
"3944","datepicker-ui","datepicker","2013-03-08 22:05:21","1046057","3","2018-11-30 03:39:38","0","106224","2013-03-12 10:05:00"
"3945","charset-table","character-encoding","2013-03-10 14:35:10","389099","23","2015-01-20 00:26:52","0","106224","2013-03-12 10:04:58"
"3946","scss","sass","2013-03-11 01:12:44","1652962","3649","2018-12-01 15:37:07","0","106224","2013-03-12 10:04:53"
"3947","css2","css","2013-03-12 10:01:12","106224","47","2018-10-07 20:01:42","0","106224","2013-03-12 10:01:12"
"3948","disassembler","disassembly","2013-03-13 00:32:43","422797","9","2018-11-21 18:20:00","1","366904","2017-08-13 11:23:04"
"3949","disassembling","disassembly","2013-03-13 00:33:01","422797","0","","1","366904","2017-08-13 11:23:01"
"3950","decompiler","decompiling","2013-03-13 03:36:04","422797","0","","1","",""
"3951","control","controls","2013-03-15 15:34:44","1967056","228","2018-11-30 15:16:32","1","366904","2017-08-13 11:38:05"
"3952","search-and-replace","replace","2013-03-15 16:21:24","925913","130","2018-10-20 18:48:13","4","-1","2013-04-25 11:14:12"
"3955","bom","byte-order-mark","2013-03-17 04:42:39","50776","103","2018-11-28 20:52:18","0","50776","2013-03-17 04:42:39"
"3957","string-replacement","replace","2013-03-18 15:56:22","925913","100","2018-11-09 16:57:21","4","-1","2013-04-25 11:14:29"
"3958","zend-engine","php-internals","2013-03-18 16:26:41","208809","4","2015-08-09 23:44:27","1","208809","2013-03-18 16:34:25"
"3959","php-references","reference","2013-03-18 16:37:25","208809","7","2016-02-25 11:50:39","0","208809","2013-03-18 16:37:25"
"3960","references","reference","2013-03-18 16:39:27","208809","486","2018-11-28 00:22:56","0","208809","2013-03-18 16:39:27"
"3961","php.ini","php","2013-03-18 16:40:30","208809","380","2018-11-20 15:03:45","0","208809","2013-03-18 16:40:30"
"3962","php-modules","php-extension","2013-03-18 16:41:57","208809","0","","0","208809","2013-03-18 16:41:57"
"3963","iphone-ios","iphone","2013-03-19 13:59:44","664177","0","","0","16587","2013-03-19 14:30:31"
"3964","find-and-replace","replace","2013-03-19 15:46:50","925913","479","2018-11-02 22:29:35","4","-1","2013-04-25 11:14:16"
"3965","replacement","replace","2013-03-19 15:46:56","925913","275","2018-11-16 14:34:25","3","246246","2013-08-07 17:34:06"
"3966","text-replacement","replace","2013-03-19 15:47:06","925913","18","2018-06-03 10:26:56","4","-1","2013-04-25 11:14:19"
"3967","python-interpreter","python","2013-03-20 16:04:10","100297","48","2017-09-29 19:22:21","4","-1","2013-03-20 22:54:36"
"3968","ror3","ruby-on-rails-3","2013-03-21 09:28:38","1155142","0","","4","-1","2013-05-13 18:23:27"
